사업장명,시도명,시군구명,사업장업종명,세차유형,소재지도로명주소,휴무일,평일운영시작시각,평일운영종료시각,휴일운영시작시각,휴일운영종료시각,세차요금정보,대표자명,세차장전화번호,수질허가번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
대림종합ENG,경상북도,포항시,정비업소,,경상북도 포항시 남구 동해안로 6059-5 (청림동),,,,,,,김순원,054-275-8811,2007-38,35.994143,129.403439,2020-06-18,5020000,경상북도 포항시
세형세차장,경상북도,포항시,세차장,,경상북도 포항시 남구 대송면 대송로 34,,,,,,,원봉규,,2007-39,35.985636,129.3629477894,2020-06-18,5020000,경상북도 포항시
경춘카센타,경상북도,포항시,정비업소,,경상북도 포항시 남구 중앙로121번길 11 (대도동),,,,,,,박은숙,054-272-1196,2007-42,36.024337,129.366921,2020-06-18,5020000,경상북도 포항시
옥봉주유소,경상남도,진주시,주유소,,경상남도 진주시 남강로 735(옥봉동),,,,,,,이윤희,055-745-4800,143-0230,35.191595,128.092029,2020-06-25,5310000,경상남도 진주시
들말주유소,경상남도,진주시,주유소,,경상남도 진주시 순환로 508(평거동),,,,,,,강영진,055-742-8108,143-0327,35.170240,128.063450,2020-06-25,5310000,경상남도 진주시
시운경정비세차,경상남도,진주시,세차장,,경상남도 진주시 가호로 88(호탄동),,,,,,,이재진,055-763-3119,143-0353,35.164432,128.115575,2020-06-25,5310000,경상남도 진주시
성훈주유소,경상남도,진주시,주유소,,경상남도 진주시 남강로 1057(상평동),,,,,,,엔씨네트웍스(주)대표이사,055-762-9551,143-0360,35.169380,128.107968,2020-06-25,5310000,경상남도 진주시
경원카모터스,경상남도,진주시,세차장,,경상남도 진주시 강남로 105(칠암동),,,,,,,이향옥,,143-0362,35.177957,128.097603,2020-06-25,5310000,경상남도 진주시
대원세차장,경상남도,진주시,세차장,,경상남도 진주시 돗골로26번길 2(상평동),,,,,,,송종현,055-758-5888,143-0371,35.170342,128.113047,2020-06-25,5310000,경상남도 진주시
대양주유소,경상남도,진주시,주유소,,경상남도 진주시 일반성면 동부로 2016,,,,,,,류성현,055-754-6116,143-0374,35.170213,128.282217,2020-06-25,5310000,경상남도 진주시
지민카,경상남도,진주시,정비업소,,경상남도 진주시 말티고개로 126(하대동),,,,,,,홍선표,055-745-4300,143-0381,35.196107,128.115252,2020-06-25,5310000,경상남도 진주시
신현대부분정비세차장,경상남도,진주시,세차장,,경상남도 진주시 진양호로 31(판문동),,,,,,,김수용,055-746-4667,143-0405,35.167695,128.043506,2020-06-25,5310000,경상남도 진주시
만능,경상남도,진주시,세차장,,경상남도 진주시 도동로248번길 33(하대동),,,,,,,김영권,055-761-7173,143-0418,35.192825,128.125524,2020-06-25,5310000,경상남도 진주시
부산카부분정비,경상남도,진주시,정비업소,,경상남도 진주시 천수로106번길 1(주약동),,,,,,,이동구,055-762-3773,143-0439,35.175234,128.088938,2020-06-25,5310000,경상남도 진주시
대한세차장,경상남도,진주시,세차장,,경상남도 진주시 망경남길 74(망경동),,,,,,,김쌍수,055-763-0079,143-0449,35.183620,128.081717,2020-06-25,5310000,경상남도 진주시
남강카부분정비,경상남도,진주시,정비업소,,경상남도 진주시 대신로 449(초전동),,,,,,,홍외숙,055-755-6290,143-0462,35.200805,128.115896,2020-06-25,5310000,경상남도 진주시
극동상사,경상남도,진주시,정비업소,,경상남도 진주시 도동로 131(상대동),,,,,,,김현수,055-757-2010,143-0484,35.182170,128.122167,2020-06-25,5310000,경상남도 진주시
동국상사,경상남도,진주시,세차장,,경상남도 진주시 창렬로50번길 3(봉곡동),,,,,,,이재인,055-741-6643,143-0513,35.193207,128.070188,2020-06-25,5310000,경상남도 진주시
극동세차장,경상남도,진주시,세차장,,경상남도 진주시 창렬로 17 (인사동),,,,,,,최범용,055-743-8114,143-0519,35.190709,128.072219,2020-06-25,5310000,경상남도 진주시
가호주유소,경상남도,진주시,주유소,,경상남도 진주시 가호로 64(호탄동),,,,,,,송복환,055-757-1332,143-0523,35.163946,128.113136,2020-06-25,5310000,경상남도 진주시
판문현대주유소,경상남도,진주시,주유소,,경상남도 진주시 진양호로 21(판문동),,,,,,,한상욱,055-745-8851,143-0534,35.167648,128.042246,2020-06-25,5310000,경상남도 진주시
송림카,경상남도,진주시,정비업소,,경상남도 진주시 공단로 9(상평동),,,,,,,제해길,055-758-8414,143-0535,35.175179,128.101008,2020-06-25,5310000,경상남도 진주시
유한회사세븐,경상남도,진주시,정비업소,,경상남도 진주시 남강로 1169-2(상평동),,,,,,,백화영,055-758-7748,143-0537,35.169101,128.119454,2020-06-25,5310000,경상남도 진주시
금성주유소,경상남도,진주시,주유소,,경상남도 진주시 월아산로 2049(초전동),,,,,,,김재성,055-754-5103,143-0539,35.212176,128.120150,2020-06-25,5310000,경상남도 진주시
우창3급정비,경상남도,진주시,정비업소,,경상남도 진주시 촉석로157번길 2(중안동),,,,,,,아정철,055-748-3077,143-0543,35.194591,128.079609,2020-06-25,5310000,경상남도 진주시
도성카정비세차장,경상남도,진주시,세차장,,경상남도 진주시 모덕로 86(상대동),,,,,,,최순덕,055-755-0990,143-0544,35.182445,128.107192,2020-06-25,5310000,경상남도 진주시
나들목주유소,경상남도,진주시,주유소,,경상남도 진주시 문산읍 월아산로 1195,,,,,,,김재만,055-761-7797,143-0548,35.176141,128.157097,2020-06-25,5310000,경상남도 진주시
봉곡세차장,경상북도,구미시,자동차 세차업,,경상북도 구미시 봉곡로 139(봉곡동),,,,,,,,,814,36.15111523,128.3102591,2020-06-21,5080000,경상북도 구미시
서영주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 왕산로 65(임은동),,,,,,,,,818,36.08704788,128.3684471,2020-06-21,5080000,경상북도 구미시
굿오일조아주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 고아읍 선산대로 849(예강리),,,,,,,,,834,36.20127023,128.3374022,2020-06-21,5080000,경상북도 구미시
도개농협주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 도개면 낙동대로 3330(도개리),,,,,,,,,835,36.29051511,128.3403927,2020-06-21,5080000,경상북도 구미시
창덕세차장,경상북도,구미시,자동차 세차업,,경상북도 구미시 봉곡북로 32(봉곡동),,,,,,,,,841,36.15409732,128.3072369,2020-06-21,5080000,경상북도 구미시
강동LPG충전소,경상북도,구미시,차량용가스충전업,,경상북도 구미시 인동가산로 442-1(구평동),,,,,,,,,849,36.09286482,128.4585353,2020-06-21,5080000,경상북도 구미시
기아오토큐상모점,경상북도,구미시,자동차세차업,,경상북도 구미시 상사동로12길 5(임은동),,,,,,,,,855,36.09184364,128.359297,2020-06-21,5080000,경상북도 구미시
롯데쇼핑㈜롯데마트구미점,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 구미대로 296(신평동),,,,,,,,,858,36.11316227,128.3642708,2020-06-21,5080000,경상북도 구미시
프로세차장,경상북도,구미시,자동차 세차업,,경상북도 구미시 옥계북로1길 11(옥계동),,,,,,,,,860,36.13956263,128.418773,2020-06-21,5080000,경상북도 구미시
오복자동차세차장,경상북도,구미시,자동차세차업,,경상북도 구미시 인동50길 33-3(구평동),,,,,,,,,862,36.09031907,128.4428963,2020-06-21,5080000,경상북도 구미시
뉴스마일주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 낙동대로 1060(상림리),,,,,,,,,865,36.15909232,128.4745039,2020-06-21,5080000,경상북도 구미시
나루셀프주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 비산로55(비산동),,,,,,,,,866,36.1197715,128.3778874,2020-06-21,5080000,경상북도 구미시
대경주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 고아읍 들성로 269(문성리),,,,,,,,,869,36.16202957,128.3494594,2020-06-21,5080000,경상북도 구미시
신평세차장,경상북도,구미시,자동차세차업,,경상북도 구미시 구미대로 394(신평동),,,,,,,,,881,36.12169203,128.3631217,2020-06-21,5080000,경상북도 구미시
스피드원,경상북도,구미시,자동차세차업,,경상북도 구미시 산동면 산호대로41길 14-17(봉산리),,,,,,,,,892,36.14008126,128.4399655,2020-06-21,5080000,경상북도 구미시
금오공대입구 충전소,경상북도,구미시,차량용가스충전업,,경상북도 구미시 산호대로 600(거의동),,,,,,,,,900,36.1346886,128.3971031,2020-06-21,5080000,경상북도 구미시
봉곡셀프세차장,경상북도,구미시,자동차세차업,,경상북도 구미시 봉곡남로 33(봉곡동),,,,,,,,,908,36.15064669,128.3067233,2020-06-21,5080000,경상북도 구미시
대세자동차시대,경상북도,구미시,자동차세차업,,경상북도 구미시 구미대로24길 15-3(신평동),,,,,,,,,921,36.11481907,128.3648592911,2020-06-21,5080000,경상북도 구미시
배원에너지,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 금오대로 373(오태동),,,,,,,,,927,36.07773465,128.3514384,2020-06-21,5080000,경상북도 구미시
대연주유소,경상북도,구미시,차량용 주유소 운영업,,경상북도 구미시 고아읍 선산대로 503(봉한리),,,,,,,,,941,36.17377587,128.3516683,2020-06-21,5080000,경상북도 구미시
SK네트웍스㈜하이웨이주유소,경상북도,구미시,차량용주유소운영업,,경상북도 구미시 낙동강변로 29(오태동),,,,,,,,,943,36.07364488,128.3744573,2020-06-21,5080000,경상북도 구미시
문성셀프세차장,경상북도,구미시,자동차세차업,,경상북도 구미시 들성로13길 5(문성리),,,,,,,,,950,36.16239851,128.3496611,2020-06-21,5080000,경상북도 구미시
상주손세차,경상북도,구미시,자동차세차업,,경상북도 구미시 봉곡로 163(봉곡동),,,,,,,,,954,36.15345818,128.3104129,2020-06-21,5080000,경상북도 구미시
매니저셀프세차장,경상북도,구미시,자동차세차업,,경상북도 구미시 산호대로29길 7-24(옥계동),,,,,,,,,958,36.1373366,128.4187278,2020-06-21,5080000,경상북도 구미시
산동주유소,경상북도,구미시,차량용 주유소 운영업,,경상북도 구미시 산동면 강동로 962 (인덕리),,,,,,,,,959,36.16747267,128.4420531,2020-06-21,5080000,경상북도 구미시
THE SKY(더스카이),경상북도,구미시,자동차세차업,,경상북도 구미시 봉곡로 62(봉곡동),,,,,,,,,961,36.1442383,128.3102875,2020-06-21,5080000,경상북도 구미시
구미옥계셀프세차타운,경상북도,구미시,자동차 세차업,,경상북도 구미시 산동면 첨단기업1로 34(봉산리),,,,,,,,,969,36.14059039,128.4412129,2020-06-21,5080000,경상북도 구미시
진평셀프세차타운,경상북도,구미시,자동차세차업,,경상북도 구미시 인동22길 43-3(진평동),,,,,,,,,972,36.0945216,128.4248408,2020-06-21,5080000,경상북도 구미시
세창주유소,경상북도,구미시,차량용 주유소 운영업,,경상북도 구미시 산동면 산호대로 1372(임천리),,,,,,,,,974,36.13512851,128.4786702,2020-06-21,5080000,경상북도 구미시
태화주유소,경상북도,포항시,주유소,,경상북도 포항시 남구 희망대로 741 (상도동),,,,,,,박진선,054-281-8282,2006-7,36.0095342939,129.3542354939,2020-06-18,5020000,경상북도 포항시
대유카센타,경상북도,포항시,정비업소,,경상북도 포항시 북구 흥해읍 도음로 939,,,,,,,박장섭,054-262-4859,2006-16,36.078557,129.3368409146,2020-06-18,5020000,경상북도 포항시
현대오일뱅크㈜직영 현대SELF주유소(장량점),경상북도,포항시,주유소,,경상북도 포항시 북구 새천년대로 1242-20(장성동),,,,,,,대표이사,054-247-7151,2006-21,36.0731598131,129.382642,2020-06-18,5020000,경상북도 포항시
북포항주유소,경상북도,포항시,주유소,,경상북도 포항시 북구 청하면 동해대로 2123,,,,,,,김광율,054-244-0051,2006-23,36.159154,129.345942,2020-06-18,5020000,경상북도 포항시
문덕세차장,경상북도,포항시,세차장,,경상북도 포항시 남구 오천읍 냉천로 436,,,,,,,이효순,,2006-24,35.9560007245,129.406131,2020-06-18,5020000,경상북도 포항시
사랑주유소,경상북도,포항시,주유소,,경상북도 포항시 북구 소티재로 59 (우현동),,,,,,,최동진,054-611-5123,2006-26,36.056723,129.355123,2020-06-18,5020000,경상북도 포항시
현대셀프세차장,경상북도,포항시,셀프세차장,,경상북도 포항시 북구 법원로98번길 52 (장성동),,,,,,,김상원,054-251-3782,2006-29,36.082671,129.391183,2020-06-18,5020000,경상북도 포항시
우리주유소,경상북도,포항시,주유소,,경상북도 포항시 남구 동해안로 5916 (일월동),,,,,,,김정혜,054-286-3200,2006-34,35.9944231412,129.4158165802,2020-06-18,5020000,경상북도 포항시
흥구석유㈜포항제2주유소,경상북도,포항시,주유소,,경상북도 포항시 남구 희망대로 803 (대도동),,,,,,,김상우,054-272-5069,2006-35,36.010103,129.360422,2020-06-18,5020000,경상북도 포항시
성화주유소,경상북도,포항시,주유소,,경상북도 포항시 북구 청하면 청하로 14,,,,,,,박숙자,054-232-4242,2006-39,36.181427,129.3404070983,2020-06-18,5020000,경상북도 포항시
대원주유소,경상북도,포항시,주유소,,경상북도 포항시 북구 선착로 2 (대신동),,,,,,,서병규,054-242-5145,2006-43,36.046828,129.3648134156,2020-06-18,5020000,경상북도 포항시
용흥주유소,경상북도,포항시,주유소,,경상북도 포항시 북구 새마을로 57(용흥동),,,,,,,조두천,054-249-1177,2006-46,36.0393739331,129.353525,2020-06-18,5020000,경상북도 포항시
케이케이㈜우현중앙주유소,경상북도,포항시,주유소,,경상북도 포항시 북구 소티재로 11(우현동),,,,,,,대표이사,054-241-5189,2006-48,36.053491,129.358583,2020-06-18,5020000,경상북도 포항시
별마루주유소,경상북도,포항시,주유소,,경상북도 포항시 남구 상공로 224 (해도동),,,,,,,남지혜,054-278-5223,2006-49,36.022567,129.370266,2020-06-18,5020000,경상북도 포항시
대송IC주유소 에스앤제이㈜,경상북도,포항시,주유소,,경상북도 포항시 남구 대송면 장흥로 14,,,,,,,서병규,054-275-6800,2006-54,35.9804240671,129.3687342807,2020-06-18,5020000,경상북도 포항시
진모터스,경상북도,포항시,정비업소,,경상북도 포항시 북구 환호로 72-4 (장성동),,,,,,,김현우,,2007-2,36.074623,129.3902036,2020-06-18,5020000,경상북도 포항시
서문주유소,경상북도,포항시,주유소,,경상북도 포항시 남구 오천읍 해병로 221,,,,,,,정홍열,054-291-1885,2007-6,35.975306,129.4102193893,2020-06-18,5020000,경상북도 포항시
장성카써비스세차장,경상북도,포항시,세차장,,경상북도 포항시 북구 새천년대로1259번길 11 (장성동),,,,,,,장주호,054-255-2234,2007-8,36.075492,129.384369,2020-06-18,5020000,경상북도 포항시
